date,BTCUSDT-ETHUSDT,BTCUSDT-SOLUSDT,ETHUSDT-SOLUSDT
2024-07-21 00:00:00+00:00,0.3191472316675479,0.34996982175930774,0.3912958731250198
2024-07-28 00:00:00+00:00,0.5421969674587304,0.4287466988446057,0.5432843308442312
2024-08-04 00:00:00+00:00,0.45042089248643824,0.670945205422013,0.7801489299208805
2024-08-11 00:00:00+00:00,0.22744086133030356,0.5744557797757612,0.8212730164228333
2024-08-18 00:00:00+00:00,0.3235541972346024,0.5963823192747467,0.9021861705357779
2024-08-25 00:00:00+00:00,0.5774927696150248,0.5462477788439243,0.8723618568332079
2024-09-01 00:00:00+00:00,0.242433987580641,0.3881166927363035,0.8103863631203791
2024-09-08 00:00:00+00:00,0.18153563964515218,0.25267541273188193,0.8482604893539583
2024-09-15 00:00:00+00:00,0.18301679628681738,0.01578828003608806,0.42576867050685024
2024-09-22 00:00:00+00:00,0.23049470316970339,0.047583191954656115,0.19295523045791924
2024-09-29 00:00:00+00:00,0.37219578766612127,0.11125561190092276,0.13735801074354748
2024-10-06 00:00:00+00:00,0.07825529437736495,0.07684497594244724,0.11237250734759602
2024-10-13 00:00:00+00:00,0.20532110584214586,0.10849078752811236,0.001499095725230218
2024-10-20 00:00:00+00:00,0.6711704574095463,0.21025772266504655,0.03208200345501692
2024-10-27 00:00:00+00:00,0.8446910577330524,0.06377740543716419,0.062291469441728725
2024-11-03 00:00:00+00:00,0.9382956199194967,0.0030061050098489197,0.11860352556039416
2024-11-10 00:00:00+00:00,0.33384859316027615,0.010137192139757245,0.10012897525736053
2024-11-17 00:00:00+00:00,0.26444641559012527,0.0035995876806181105,0.06641890206163605
2024-11-24 00:00:00+00:00,0.038783888765071085,0.0003903750783436677,0.10244429466291366
2024-12-01 00:00:00+00:00,0.10135577807483476,0.002489171972822157,0.5480120035244598
2024-12-08 00:00:00+00:00,0.28279852452858356,0.05244765483595311,0.9254203081044788
2024-12-15 00:00:00+00:00,0.23742416593633353,0.3509108492019195,0.9306909619361665
2024-12-22 00:00:00+00:00,0.21980541711216856,0.9602825091373282,0.8778017959036287
2024-12-29 00:00:00+00:00,0.17484823036598046,0.80272525777374,0.8544801280452978
2025-01-05 00:00:00+00:00,0.13214335292269563,0.6671032960588058,0.816553834378204
2025-01-12 00:00:00+00:00,0.1536050879075585,0.8185602578682215,0.8066434021954927
2025-01-19 00:00:00+00:00,0.5165351013789696,0.39978520687398245,0.807004194130869
2025-01-26 00:00:00+00:00,0.6902144982245039,0.40288313294090417,0.6169092083556085
2025-02-02 00:00:00+00:00,0.4760124720195813,0.03275177645534699,0.24172906040409686
2025-02-09 00:00:00+00:00,0.09501488751062132,0.08626504467741719,0.931992808619191
2025-02-16 00:00:00+00:00,0.03980025075960869,0.02093923798014639,0.8321722485666114
2025-02-23 00:00:00+00:00,0.0642828829775931,0.012334095434940906,0.7121616183576568
2025-03-02 00:00:00+00:00,0.08198470957455983,0.004226844962965748,0.738532166632694
2025-03-09 00:00:00+00:00,0.29867530367023204,0.0027896405199365,0.5611157886948424
2025-03-16 00:00:00+00:00,0.1691425835019128,0.0011651030568266866,0.44781134097679487
2025-03-23 00:00:00+00:00,0.18894340967704354,0.001041625409032965,0.25387526044092035
2025-03-30 00:00:00+00:00,0.04704255607794121,0.0008898768600292245,0.18995777855170787
2025-04-06 00:00:00+00:00,0.01407039351365384,0.0007622138360572107,0.10224232122598809
2025-04-13 00:00:00+00:00,0.024807053854503044,0.0014537250275412006,0.1267796696005079
2025-04-20 00:00:00+00:00,0.24332357423627549,0.004597632741053641,0.8664052957441479
2025-04-27 00:00:00+00:00,0.6601049651640498,0.09977833999751318,0.7438471155228672
2025-05-04 00:00:00+00:00,0.7254512019066766,0.3572719201339382,0.7486066801803337
2025-05-11 00:00:00+00:00,0.8045808088369588,0.47989790213448263,0.6397408952256005
2025-05-18 00:00:00+00:00,0.851656821573163,0.2809185501807314,0.5277930695875404
2025-05-25 00:00:00+00:00,0.47300963010896707,0.18219863364628103,0.27010065484356516
2025-06-01 00:00:00+00:00,0.5820775001204567,0.0907407177162683,0.7343692074377342
2025-06-08 00:00:00+00:00,0.5014191833587086,0.3296429158329163,0.7972698012050823
2025-06-15 00:00:00+00:00,0.33794074750070024,0.32887186645638433,0.7976149148660098
2025-06-22 00:00:00+00:00,0.20811976190317694,0.8416728855024831,0.8904228758995176
2025-06-29 00:00:00+00:00,0.06336448191530096,0.7419341270144855,0.7736442805485706
2025-07-06 00:00:00+00:00,0.02325866247002252,0.8007971689398633,0.8290445531960466
2025-07-13 00:00:00+00:00,0.039204369817648584,0.8012732451031905,0.8454136075734799
2025-07-20 00:00:00+00:00,0.04551470510417362,0.42029471967501225,0.7827664111715942
2025-07-27 00:00:00+00:00,0.02975079288613336,0.29429347264293204,0.43691083546519155
2025-08-03 00:00:00+00:00,0.09004095233467796,0.35315287959733277,0.44912534945160976
2025-08-10 00:00:00+00:00,0.054567565412199544,0.11070130077521628,0.686634113283778
2025-08-17 00:00:00+00:00,0.18997631200457532,0.2520680404927954,0.15888239198714704
2025-08-24 00:00:00+00:00,0.6099460647136405,0.47941764572532786,0.005340147251802894
2025-08-31 00:00:00+00:00,0.7424994564819103,0.8453829393535544,0.019192622388652443
2025-09-07 00:00:00+00:00,0.5909295364335131,0.7239301221123868,0.05026213071870709
2025-09-14 00:00:00+00:00,0.3722689088887839,0.4787589726241418,0.577826124706721
2025-09-21 00:00:00+00:00,0.32766902362539063,0.3427043838582327,0.6131684503450127
2025-09-28 00:00:00+00:00,0.24087628066764472,0.19377515467674622,0.38175979592337606
2025-10-05 00:00:00+00:00,0.1978944108540271,0.22625663827682985,0.1520949805380291
2025-10-12 00:00:00+00:00,0.07831490298707344,0.10103719506293363,0.18858841151565386
2025-10-19 00:00:00+00:00,0.1940952308244812,0.21777656773168824,0.14460379753663966
2025-10-26 00:00:00+00:00,0.15853471720473616,0.1363473073585822,0.3366254374745178
2025-11-02 00:00:00+00:00,0.1674673240689744,0.21271074966402553,0.2604804492714381
2025-11-09 00:00:00+00:00,0.27237619337470437,0.02325178366791864,0.1405832436427561
2025-11-16 00:00:00+00:00,0.5964419838546982,0.19430060724414866,0.16755087084876463
2025-11-23 00:00:00+00:00,0.38480466375240024,0.6424144053449992,0.015037225120316562
2025-11-30 00:00:00+00:00,0.2049874373942931,0.41455370066274055,0.016892669231839467
2025-12-07 00:00:00+00:00,0.32170893647738197,0.3597806427279087,0.05210227863070765
2025-12-14 00:00:00+00:00,0.1434901917499991,0.11738972373002704,0.08655215560267537
2025-12-21 00:00:00+00:00,0.05365820535306969,0.09272064366291666,0.05519766257968966
2025-12-28 00:00:00+00:00,0.03762103524006498,0.07327570616783914,0.0549719402212048
2026-01-04 00:00:00+00:00,0.0376657325534762,0.08831083048876143,0.08939191902177257
2026-01-11 00:00:00+00:00,0.13806998478617677,0.19335404254616445,0.08170143737892571
2026-01-18 00:00:00+00:00,0.12986889104974125,0.13974773197759638,0.11944738548434608
2026-01-25 00:00:00+00:00,0.08761560900107235,0.11154079088950569,0.05846574528526678
2026-02-01 00:00:00+00:00,0.14961846662477907,0.13133925912729438,0.1903301680016119
2026-02-08 00:00:00+00:00,0.007500063464597295,0.05908358821785766,0.13791860156961044
2026-02-15 00:00:00+00:00,0.0022296871360153485,0.08605432061486562,0.11290258355275273
2026-02-22 00:00:00+00:00,0.0028168591466896206,0.00033279187346678326,0.001092777601577757
2026-03-01 00:00:00+00:00,0.0020307613736844036,0.030975585678968326,0.00020961200183988374
2026-03-08 00:00:00+00:00,0.00024153440319280234,0.01517648258767081,0.0003284774375282381
2026-03-15 00:00:00+00:00,0.001707835468596755,0.014445065612322847,0.0021183730492730065
2026-03-22 00:00:00+00:00,0.005569637838763445,0.02058251474139974,0.0018310339323481767
2026-03-29 00:00:00+00:00,0.0143117447447319,0.020131510477745383,0.0017169768502056063
2026-04-05 00:00:00+00:00,0.05304630607279751,0.05546166107474749,0.1335005937980347
2026-04-12 00:00:00+00:00,0.0650205835316597,0.7296390344014347,0.705205855909492
2026-04-19 00:00:00+00:00,0.05640008862020399,0.943183379231465,0.8391459940219066
2026-04-26 00:00:00+00:00,0.1744743729001721,0.9871823279020417,0.8364048778025686
2026-05-03 00:00:00+00:00,0.28467335732640203,0.9894321594331618,0.8804940742938694
2026-05-10 00:00:00+00:00,0.5897495398904918,0.8392858330891058,0.6755589975946132
2026-05-17 00:00:00+00:00,0.9080577897576232,0.8490194575032162,0.6152661532243836
2026-05-24 00:00:00+00:00,0.9550236851462662,0.669480362514872,0.5335490906688733
2026-05-31 00:00:00+00:00,0.9405145946320572,0.7501776552133301,0.6050492361365676
2026-06-07 00:00:00+00:00,0.6985646595168982,0.6084677312278854,0.4296570835038417
2026-06-14 00:00:00+00:00,0.6159202414589608,0.42966711830413834,0.5404965115878937
2026-06-21 00:00:00+00:00,0.5661657449638814,0.13461503954755633,0.25990936030457346
